1935, 5, 1470701631119
4151, 7, 1470701631119
2308, 5, 1470701631119
780, 3, 1470701631119
9354, 7, 1470701631119
84, 0, 1470701631119
1357, 7, 1470701631119
6052, 6, 1470701631119
4919, 4, 1470701631119
4396, 5, 1470701631119
239, 2, 1470701631119
4876, 3, 1470701631119
2492, 4, 1470701631119
8003, 3, 1470701631119
9637, 8, 1470701631119
1030, 6, 1470701631119
70, 8, 1470701631119
4746, 6, 1470701631119
8465, 4, 1470701631119
9294, 0, 1470701631119
9534, 6, 1470701631119
279, 8, 1470701631119
5440, 9, 1470701631119
7097, 8, 1470701631119
9878, 4, 1470701631119
8543, 9, 1470701631119
9179, 3, 1470701631119
7896, 2, 1470701631119
4059, 1, 1470701631119
542, 3, 1470701631119
4098, 2, 1470701631119
7396, 8, 1470701631119
7954, 9, 1470701631119
9963, 3, 1470701631119
9152, 8, 1470701631119
5137, 5, 1470701631119
3036, 3, 1470701631119
2743, 8, 1470701631119
2252, 1, 1470701631119
5037, 2, 1470701631119
1236, 2, 1470701631119
2140, 1, 1470701631119
5363, 2, 1470701631119
8639, 8, 1470701631119
6941, 3, 1470701631119
7839, 5, 1470701631119
4497, 5, 1470701631119
6618, 7, 1470701631119
7158, 0, 1470701631119
4143, 5, 1470701631119
5655, 7, 1470701631119
361, 1, 1470701631119
2823, 8, 1470701631119
7990, 4, 1470701631119
3779, 7, 1470701631119
1810, 1, 1470701631119
8467, 3, 1470701631119
9109, 5, 1470701631119
1405, 4, 1470701631119
5221, 7, 1470701631119
6534, 0, 1470701631119
1481, 8, 1470701631119
5797, 7, 1470701631119
7980, 3, 1470701631119
1863, 9, 1470701631119
7674, 6, 1470701631119
3128, 1, 1470701631119
5706, 0, 1470701631119
6612, 6, 1470701631119
7128, 8, 1470701631119
8682, 4, 1470701631119
2830, 3, 1470701631119
378, 0, 1470701631119
990, 9, 1470701631119
4987, 0, 1470701631119
8687, 8, 1470701631119
2571, 4, 1470701631119
6849, 9, 1470701631119
5556, 3, 1470701631119
4222, 0, 1470701631119
8327, 7, 1470701631119
3744, 3, 1470701631119
5672, 0, 1470701631119
2905, 9, 1470701631119
854, 7, 1470701631119
8867, 1, 1470701631119
2949, 4, 1470701631119
3492, 8, 1470701631119
6090, 9, 1470701631119
8685, 9, 1470701631119
2386, 2, 1470701631119
2607, 7, 1470701631119
9488, 5, 1470701631119
987, 5, 1470701631119
4497, 2, 1470701631119
7013, 3, 1470701631119
2669, 7, 1470701631119
4116, 4, 1470701631119
7340, 9, 1470701631119
9112, 4, 1470701631119
6530, 6, 1470701631119
1064, 7, 1470701631119
2137, 1, 1470701631119
7928, 4, 1470701631119
5945, 5, 1470701631119
6708, 5, 1470701631119
1543, 3, 1470701631119
9627, 1, 1470701631119
455, 6, 1470701631119
8634, 3, 1470701631119
2159, 6, 1470701631119
4371, 2, 1470701631119
2282, 3, 1470701631119
7387, 0, 1470701631119
1846, 9, 1470701631119
701, 0, 1470701631119
8699, 8, 1470701631119
9342, 1, 1470701631119
4055, 2, 1470701631119
4398, 2, 1470701631119
1675, 1, 1470701631119
7319, 4, 1470701631119
284, 3, 1470701631119
5318, 8, 1470701631119
7846, 4, 1470701631119
7987, 2, 1470701631119
7556, 7, 1470701631119
6718, 0, 1470701631119
6516, 4, 1470701631119
2616, 7, 1470701631119
8347, 6, 1470701631119
9307, 1, 1470701631120
7989, 3, 1470701631120
1863, 4, 1470701631120
7510, 6, 1470701631120
6442, 0, 1470701631120
2962, 1, 1470701631120
1884, 0, 1470701631120
5046, 2, 1470701631120
8036, 3, 1470701631120
3025, 1, 1470701631120
3674, 2, 1470701631120
5026, 4, 1470701631120
5001, 1, 1470701631120
1935, 8, 1470701631120
5568, 3, 1470701631120
8623, 3, 1470701631120
7110, 4, 1470701631120
309, 4, 1470701631120
9544, 3, 1470701631120
2425, 1, 1470701631120
1617, 5, 1470701631120
3285, 0, 1470701631120
3732, 5, 1470701631120
2857, 6, 1470701631120
2569, 1, 1470701631120
6907, 0, 1470701631120
4994, 2, 1470701631120
8750, 9, 1470701631120
24, 3, 1470701631120
1294, 3, 1470701631120
7495, 9, 1470701631120
7494, 4, 1470701631120
4371, 5, 1470701631120
1198, 9, 1470701631120
5141, 4, 1470701631120
6964, 9, 1470701631120
5990, 1, 1470701631120
2949, 0, 1470701631120
6502, 6, 1470701631120
296, 6, 1470701631120
1417, 4, 1470701631120
4440, 8, 1470701631120
432, 8, 1470701631120
9628, 2, 1470701631120
2096, 2, 1470701631120
6293, 9, 1470701631120
5584, 1, 1470701631120
4771, 1, 1470701631120
9972, 4, 1470701631120
9348, 0, 1470701631120
7633, 3, 1470701631120
7802, 5, 1470701631120
9868, 1, 1470701631120
8712, 1, 1470701631120
8564, 8, 1470701631120
9241, 7, 1470701631120
6473, 5, 1470701631120
6333, 1, 1470701631120
7431, 9, 1470701631120
1760, 6, 1470701631120
8355, 6, 1470701631120
5801, 8, 1470701631120
544, 1, 1470701631120
